index,Disease,Disease Code,State,Year,Gender,Age,Age Code,STD Cases,Population,Rate per 100K
25391,Chlamydia,274.0,Georgia,1996.0,Female,35-39 years,35-39,200.0,331508.0,60.33
25392,Chlamydia,274.0,Georgia,1996.0,Female,40+ years,40+,161.0,1525257.0,10.56
25393,Chlamydia,274.0,Georgia,1996.0,Female,Unknown,99,369.0,,
25394,Chlamydia,274.0,Georgia,1997.0,Female,0-14 years,0-14,450.0,827936.0,54.35
25395,Chlamydia,274.0,Georgia,1997.0,Female,15-19 years,15-19,6168.0,272250.0,2265.56
25396,Chlamydia,274.0,Georgia,1997.0,Female,20-24 years,20-24,4368.0,267018.0,1635.84
25397,Chlamydia,274.0,Georgia,1997.0,Female,25-29 years,25-29,1571.0,307508.0,510.88
25398,Chlamydia,274.0,Georgia,1997.0,Female,30-34 years,30-34,509.0,335873.0,151.54
25399,Chlamydia,274.0,Georgia,1997.0,Female,35-39 years,35-39,256.0,338114.0,75.71
25400,Chlamydia,274.0,Georgia,1997.0,Female,40+ years,40+,183.0,1576593.0,11.61
25401,Chlamydia,274.0,Georgia,1997.0,Female,Unknown,99,587.0,,
25402,Chlamydia,274.0,Georgia,1998.0,Female,0-14 years,0-14,626.0,847812.0,73.84
25403,Chlamydia,274.0,Georgia,1998.0,Female,15-19 years,15-19,8888.0,279228.0,3183.06
25404,Chlamydia,274.0,Georgia,1998.0,Female,20-24 years,20-24,6879.0,271745.0,2531.42
25405,Chlamydia,274.0,Georgia,1998.0,Female,25-29 years,25-29,2604.0,312653.0,832.87
25406,Chlamydia,274.0,Georgia,1998.0,Female,30-34 years,30-34,904.0,331386.0,272.79
25407,Chlamydia,274.0,Georgia,1998.0,Female,35-39 years,35-39,395.0,343804.0,114.89
25408,Chlamydia,274.0,Georgia,1998.0,Female,40+ years,40+,269.0,1623874.0,16.57
25409,Chlamydia,274.0,Georgia,1998.0,Female,Unknown,99,721.0,,
25410,Chlamydia,274.0,Georgia,1999.0,Female,0-14 years,0-14,721.0,871722.0,82.71
25411,Chlamydia,274.0,Georgia,1999.0,Female,15-19 years,15-19,10777.0,283808.0,3797.29
25412,Chlamydia,274.0,Georgia,1999.0,Female,20-24 years,20-24,8476.0,278652.0,3041.79
25413,Chlamydia,274.0,Georgia,1999.0,Female,25-29 years,25-29,3060.0,315585.0,969.63
25414,Chlamydia,274.0,Georgia,1999.0,Female,30-34 years,30-34,1067.0,327147.0,326.15
25415,Chlamydia,274.0,Georgia,1999.0,Female,35-39 years,35-39,414.0,348881.0,118.67
25416,Chlamydia,274.0,Georgia,1999.0,Female,40+ years,40+,296.0,1670236.0,17.72
25417,Chlamydia,274.0,Georgia,1999.0,Female,Unknown,99,61.0,,
25418,Chlamydia,274.0,Georgia,2000.0,Female,0-14 years,0-14,726.0,901472.0,80.53
25419,Chlamydia,274.0,Georgia,2000.0,Female,15-19 years,15-19,9914.0,287098.0,3453.18
25420,Chlamydia,274.0,Georgia,2000.0,Female,20-24 years,20-24,8445.0,287184.0,2940.62
25421,Chlamydia,274.0,Georgia,2000.0,Female,25-29 years,25-29,3001.0,313372.0,957.65
25422,Chlamydia,274.0,Georgia,2000.0,Female,30-34 years,30-34,1006.0,328734.0,306.02
25423,Chlamydia,274.0,Georgia,2000.0,Female,35-39 years,35-39,476.0,350366.0,135.86
25424,Chlamydia,274.0,Georgia,2000.0,Female,40+ years,40+,302.0,1714462.0,17.61
25425,Chlamydia,274.0,Georgia,2000.0,Female,Unknown,99,197.0,,
25426,Chlamydia,274.0,Georgia,2001.0,Female,0-14 years,0-14,815.0,914954.0,89.08
25427,Chlamydia,274.0,Georgia,2001.0,Female,15-19 years,15-19,11434.0,287916.0,3971.3
25428,Chlamydia,274.0,Georgia,2001.0,Female,20-24 years,20-24,10070.0,294360.0,3420.98
25429,Chlamydia,274.0,Georgia,2001.0,Female,25-29 years,25-29,3392.0,309759.0,1095.04
25430,Chlamydia,274.0,Georgia,2001.0,Female,30-34 years,30-34,1253.0,339018.0,369.6
25431,Chlamydia,274.0,Georgia,2001.0,Female,35-39 years,35-39,545.0,353387.0,154.22
25432,Chlamydia,274.0,Georgia,2001.0,Female,40+ years,40+,396.0,1766866.0,22.41
25433,Chlamydia,274.0,Georgia,2002.0,Female,0-14 years,0-14,826.0,931257.0,88.7
25434,Chlamydia,274.0,Georgia,2002.0,Female,15-19 years,15-19,11112.0,292120.0,3803.92
25435,Chlamydia,274.0,Georgia,2002.0,Female,20-24 years,20-24,9958.0,300530.0,3313.48
25436,Chlamydia,274.0,Georgia,2002.0,Female,25-29 years,25-29,3307.0,307375.0,1075.88
25437,Chlamydia,274.0,Georgia,2002.0,Female,30-34 years,30-34,1203.0,348001.0,345.69
25438,Chlamydia,274.0,Georgia,2002.0,Female,35-39 years,35-39,505.0,352149.0,143.41
25439,Chlamydia,274.0,Georgia,2002.0,Female,40+ years,40+,406.0,1810902.0,22.42
25440,Chlamydia,274.0,Georgia,2002.0,Female,Unknown,99,177.0,,
25441,Chlamydia,274.0,Georgia,2003.0,Female,0-14 years,0-14,688.0,942231.0,73.02
25442,Chlamydia,274.0,Georgia,2003.0,Female,15-19 years,15-19,11292.0,296639.0,3806.65
25443,Chlamydia,274.0,Georgia,2003.0,Female,20-24 years,20-24,10326.0,307147.0,3361.91
25444,Chlamydia,274.0,Georgia,2003.0,Female,25-29 years,25-29,3844.0,312670.0,1229.41
25445,Chlamydia,274.0,Georgia,2003.0,Female,30-34 years,30-34,1489.0,350577.0,424.73
25446,Chlamydia,274.0,Georgia,2003.0,Female,35-39 years,35-39,606.0,345433.0,175.43
25447,Chlamydia,274.0,Georgia,2003.0,Female,40+ years,40+,474.0,1843338.0,25.71
25448,Chlamydia,274.0,Georgia,2003.0,Female,Unknown,99,273.0,,
25449,Chlamydia,274.0,Georgia,2004.0,Female,0-14 years,0-14,674.0,955366.0,70.55
25450,Chlamydia,274.0,Georgia,2004.0,Female,15-19 years,15-19,10600.0,303451.0,3493.15
25451,Chlamydia,274.0,Georgia,2004.0,Female,20-24 years,20-24,10119.0,310783.0,3255.97
25452,Chlamydia,274.0,Georgia,2004.0,Female,25-29 years,25-29,3695.0,317247.0,1164.71
25453,Chlamydia,274.0,Georgia,2004.0,Female,30-34 years,30-34,1397.0,350465.0,398.61
25454,Chlamydia,274.0,Georgia,2004.0,Female,35-39 years,35-39,522.0,342751.0,152.3
25455,Chlamydia,274.0,Georgia,2004.0,Female,40+ years,40+,460.0,1883897.0,24.42
25456,Chlamydia,274.0,Georgia,2004.0,Female,Unknown,99,189.0,,
25457,Chlamydia,274.0,Georgia,2005.0,Female,0-14 years,0-14,662.0,962942.0,68.75
25458,Chlamydia,274.0,Georgia,2005.0,Female,15-19 years,15-19,10349.0,314220.0,3293.55
25459,Chlamydia,274.0,Georgia,2005.0,Female,20-24 years,20-24,9138.0,316422.0,2887.92
25460,Chlamydia,274.0,Georgia,2005.0,Female,25-29 years,25-29,3782.0,331424.0,1141.14
25461,Chlamydia,274.0,Georgia,2005.0,Female,30-34 years,30-34,1261.0,353253.0,356.97
25462,Chlamydia,274.0,Georgia,2005.0,Female,35-39 years,35-39,506.0,350908.0,144.2
25463,Chlamydia,274.0,Georgia,2005.0,Female,40+ years,40+,426.0,1955861.0,21.78
25464,Chlamydia,274.0,Georgia,2005.0,Female,Unknown,99,193.0,,
25465,Chlamydia,274.0,Georgia,2006.0,Female,0-14 years,0-14,669.0,997336.0,67.08
25466,Chlamydia,274.0,Georgia,2006.0,Female,15-19 years,15-19,12282.0,326722.0,3759.16
25467,Chlamydia,274.0,Georgia,2006.0,Female,20-24 years,20-24,10381.0,315095.0,3294.56
25468,Chlamydia,274.0,Georgia,2006.0,Female,25-29 years,25-29,4361.0,344214.0,1266.94
25469,Chlamydia,274.0,Georgia,2006.0,Female,30-34 years,30-34,1495.0,336370.0,444.45
25470,Chlamydia,274.0,Georgia,2006.0,Female,35-39 years,35-39,635.0,359800.0,176.49
25471,Chlamydia,274.0,Georgia,2006.0,Female,40+ years,40+,452.0,2073326.0,21.8
25472,Chlamydia,274.0,Georgia,2006.0,Female,Unknown,99,271.0,,
25473,Chlamydia,274.0,Georgia,2007.0,Female,0-14 years,0-14,493.0,1030162.0,47.86
25474,Chlamydia,274.0,Georgia,2007.0,Female,15-19 years,15-19,11810.0,329199.0,3587.5
25475,Chlamydia,274.0,Georgia,2007.0,Female,20-24 years,20-24,11391.0,312322.0,3647.2
25476,Chlamydia,274.0,Georgia,2007.0,Female,25-29 years,25-29,4808.0,353157.0,1361.43
25477,Chlamydia,274.0,Georgia,2007.0,Female,30-34 years,30-34,1725.0,333715.0,516.91
25478,Chlamydia,274.0,Georgia,2007.0,Female,35-39 years,35-39,779.0,366179.0,212.74
25479,Chlamydia,274.0,Georgia,2007.0,Female,40+ years,40+,602.0,2126312.0,28.31
25480,Chlamydia,274.0,Georgia,2007.0,Female,Unknown,99,219.0,,
25481,Chlamydia,274.0,Georgia,2008.0,Female,0-14 years,0-14,316.0,1038997.0,30.41
25482,Chlamydia,274.0,Georgia,2008.0,Female,15-19 years,15-19,11493.0,333417.0,3447.03
25483,Chlamydia,274.0,Georgia,2008.0,Female,20-24 years,20-24,11683.0,314939.0,3709.61
25484,Chlamydia,274.0,Georgia,2008.0,Female,25-29 years,25-29,4691.0,353725.0,1326.17
25485,Chlamydia,274.0,Georgia,2008.0,Female,30-34 years,30-34,1774.0,333321.0,532.22
25486,Chlamydia,274.0,Georgia,2008.0,Female,35-39 years,35-39,728.0,368967.0,197.31
25487,Chlamydia,274.0,Georgia,2008.0,Female,40+ years,40+,608.0,2177403.0,27.92
25488,Chlamydia,274.0,Georgia,2008.0,Female,Unknown,99,222.0,,
25489,Chlamydia,274.0,Georgia,2009.0,Female,0-14 years,0-14,443.0,1057266.0,41.9
25490,Chlamydia,274.0,Georgia,2009.0,Female,15-19 years,15-19,11124.0,342429.0,3248.56
25491,Chlamydia,274.0,Georgia,2009.0,Female,20-24 years,20-24,10663.0,332697.0,3205.02
25492,Chlamydia,274.0,Georgia,2009.0,Female,25-29 years,25-29,3997.0,354458.0,1127.64
25493,Chlamydia,274.0,Georgia,2009.0,Female,30-34 years,30-34,1526.0,336882.0,452.98
25494,Chlamydia,274.0,Georgia,2009.0,Female,35-39 years,35-39,675.0,362996.0,185.95
25495,Chlamydia,274.0,Georgia,2009.0,Female,40+ years,40+,521.0,2207221.0,23.6
25496,Chlamydia,274.0,Georgia,2009.0,Female,Unknown,99,125.0,,
25497,Chlamydia,274.0,Georgia,2010.0,Female,0-14 years,0-14,513.0,1014471.0,50.57
25498,Chlamydia,274.0,Georgia,2010.0,Female,15-19 years,15-19,12989.0,347065.0,3742.53
25499,Chlamydia,274.0,Georgia,2010.0,Female,20-24 years,20-24,12167.0,335603.0,3625.41
25500,Chlamydia,274.0,Georgia,2010.0,Female,25-29 years,25-29,4235.0,340104.0,1245.21
25501,Chlamydia,274.0,Georgia,2010.0,Female,30-34 years,30-34,1682.0,337246.0,498.75
25502,Chlamydia,274.0,Georgia,2010.0,Female,35-39 years,35-39,689.0,357605.0,192.67
25503,Chlamydia,274.0,Georgia,2010.0,Female,40+ years,40+,551.0,2226388.0,24.75
25504,Chlamydia,274.0,Georgia,2010.0,Female,Unknown,99,37.0,,
25505,Chlamydia,274.0,Georgia,2011.0,Female,0-14 years,0-14,623.0,1015901.0,61.32
25506,Chlamydia,274.0,Georgia,2011.0,Female,15-19 years,15-19,14865.0,340408.0,4366.82
25507,Chlamydia,274.0,Georgia,2011.0,Female,20-24 years,20-24,15323.0,347112.0,4414.43
25508,Chlamydia,274.0,Georgia,2011.0,Female,25-29 years,25-29,5277.0,338963.0,1556.81
25509,Chlamydia,274.0,Georgia,2011.0,Female,30-34 years,30-34,2093.0,344767.0,607.08
25510,Chlamydia,274.0,Georgia,2011.0,Female,35-39 years,35-39,833.0,344368.0,241.89
25511,Chlamydia,274.0,Georgia,2011.0,Female,40+ years,40+,787.0,2280884.0,34.5
25512,Chlamydia,274.0,Georgia,2011.0,Female,Unknown,99,28.0,,
25513,Chlamydia,274.0,Georgia,2012.0,Female,0-14 years,0-14,589.0,1017605.0,57.88
25514,Chlamydia,274.0,Georgia,2012.0,Female,15-19 years,15-19,13359.0,340208.0,3926.72
25515,Chlamydia,274.0,Georgia,2012.0,Female,20-24 years,20-24,14572.0,356721.0,4084.99
25516,Chlamydia,274.0,Georgia,2012.0,Female,25-29 years,25-29,5180.0,339333.0,1526.52
25517,Chlamydia,274.0,Georgia,2012.0,Female,30-34 years,30-34,2116.0,348127.0,607.82
25518,Chlamydia,274.0,Georgia,2012.0,Female,35-39 years,35-39,874.0,339531.0,257.41
25519,Chlamydia,274.0,Georgia,2012.0,Female,40+ years,40+,735.0,2327396.0,31.58
25520,Chlamydia,274.0,Georgia,2012.0,Female,Unknown,99,31.0,,
25521,Chlamydia,274.0,Georgia,2013.0,Female,0-14 years,0-14,428.0,1017959.0,42.04
25522,Chlamydia,274.0,Georgia,2013.0,Female,15-19 years,15-19,12299.0,338478.0,3633.62
25523,Chlamydia,274.0,Georgia,2013.0,Female,20-24 years,20-24,14836.0,358700.0,4136.05
25524,Chlamydia,274.0,Georgia,2013.0,Female,25-29 years,25-29,5228.0,339655.0,1539.21
25525,Chlamydia,274.0,Georgia,2013.0,Female,30-34 years,30-34,2088.0,349211.0,597.92
25526,Chlamydia,274.0,Georgia,2013.0,Female,35-39 years,35-39,873.0,337319.0,258.81
25527,Chlamydia,274.0,Georgia,2013.0,Female,40+ years,40+,772.0,2369484.0,32.58
25528,Chlamydia,274.0,Georgia,2013.0,Female,Unknown,99,35.0,,
25529,Chlamydia,274.0,Georgia,2014.0,Female,0-14 years,0-14,388.0,1017959.0,38.12
25530,Chlamydia,274.0,Georgia,2014.0,Female,15-19 years,15-19,11836.0,338478.0,3496.83
25531,Chlamydia,274.0,Georgia,2014.0,Female,20-24 years,20-24,15013.0,358700.0,4185.39
25532,Chlamydia,274.0,Georgia,2014.0,Female,25-29 years,25-29,5563.0,339655.0,1637.84
25533,Chlamydia,274.0,Georgia,2014.0,Female,30-34 years,30-34,2267.0,349211.0,649.18
25534,Chlamydia,274.0,Georgia,2014.0,Female,35-39 years,35-39,940.0,337319.0,278.67
25535,Chlamydia,274.0,Georgia,2014.0,Female,40+ years,40+,837.0,2369484.0,35.32
25536,Chlamydia,274.0,Georgia,2014.0,Female,Unknown,99,27.0,,
25537,Chlamydia,274.0,Hawaii,1996.0,Female,0-14 years,0-14,29.0,127202.0,22.8
25538,Chlamydia,274.0,Hawaii,1996.0,Female,15-19 years,15-19,464.0,38504.0,1205.07
25539,Chlamydia,274.0,Hawaii,1996.0,Female,20-24 years,20-24,588.0,36289.0,1620.33
25540,Chlamydia,274.0,Hawaii,1996.0,Female,25-29 years,25-29,255.0,41227.0,618.53
25541,Chlamydia,274.0,Hawaii,1996.0,Female,30-34 years,30-34,91.0,49486.0,183.89
25542,Chlamydia,274.0,Hawaii,1996.0,Female,35-39 years,35-39,41.0,49134.0,83.45
25543,Chlamydia,274.0,Hawaii,1996.0,Female,40+ years,40+,31.0,252924.0,12.26
25544,Chlamydia,274.0,Hawaii,1996.0,Female,Unknown,99,90.0,,
25545,Chlamydia,274.0,Hawaii,1997.0,Female,0-14 years,0-14,23.0,125799.0,18.28
25546,Chlamydia,274.0,Hawaii,1997.0,Female,15-19 years,15-19,519.0,39021.0,1330.05
25547,Chlamydia,274.0,Hawaii,1997.0,Female,20-24 years,20-24,564.0,37234.0,1514.74
25548,Chlamydia,274.0,Hawaii,1997.0,Female,25-29 years,25-29,235.0,40220.0,584.29
25549,Chlamydia,274.0,Hawaii,1997.0,Female,30-34 years,30-34,67.0,48574.0,137.93
25550,Chlamydia,274.0,Hawaii,1997.0,Female,35-39 years,35-39,40.0,48902.0,81.8
25551,Chlamydia,274.0,Hawaii,1997.0,Female,40+ years,40+,22.0,260783.0,8.44
25552,Chlamydia,274.0,Hawaii,1997.0,Female,Unknown,99,78.0,,
25553,Chlamydia,274.0,Hawaii,1998.0,Female,0-14 years,0-14,36.0,123390.0,29.18
25554,Chlamydia,274.0,Hawaii,1998.0,Female,15-19 years,15-19,717.0,39330.0,1823.04
25555,Chlamydia,274.0,Hawaii,1998.0,Female,20-24 years,20-24,817.0,37430.0,2182.74
25556,Chlamydia,274.0,Hawaii,1998.0,Female,25-29 years,25-29,344.0,40001.0,859.98
25557,Chlamydia,274.0,Hawaii,1998.0,Female,30-34 years,30-34,127.0,46775.0,271.51
25558,Chlamydia,274.0,Hawaii,1998.0,Female,35-39 years,35-39,56.0,48605.0,115.21
25559,Chlamydia,274.0,Hawaii,1998.0,Female,40+ years,40+,43.0,267334.0,16.08
25560,Chlamydia,274.0,Hawaii,1998.0,Female,Unknown,99,69.0,,
25561,Chlamydia,274.0,Hawaii,1999.0,Female,0-14 years,0-14,48.0,121285.0,39.58
25562,Chlamydia,274.0,Hawaii,1999.0,Female,15-19 years,15-19,845.0,39097.0,2161.29
25563,Chlamydia,274.0,Hawaii,1999.0,Female,20-24 years,20-24,928.0,37413.0,2480.42
25564,Chlamydia,274.0,Hawaii,1999.0,Female,25-29 years,25-29,387.0,39679.0,975.33
25565,Chlamydia,274.0,Hawaii,1999.0,Female,30-34 years,30-34,158.0,44491.0,355.13
25566,Chlamydia,274.0,Hawaii,1999.0,Female,35-39 years,35-39,74.0,47731.0,155.04
25567,Chlamydia,274.0,Hawaii,1999.0,Female,40+ years,40+,56.0,272134.0,20.58
25568,Chlamydia,274.0,Hawaii,1999.0,Female,Unknown,99,61.0,,
25569,Chlamydia,274.0,Hawaii,2000.0,Female,0-14 years,0-14,42.0,117892.0,35.63
25570,Chlamydia,274.0,Hawaii,2000.0,Female,15-19 years,15-19,854.0,38863.0,2197.46
25571,Chlamydia,274.0,Hawaii,2000.0,Female,20-24 years,20-24,1075.0,37934.0,2833.87
25572,Chlamydia,274.0,Hawaii,2000.0,Female,25-29 years,25-29,426.0,39696.0,1073.16
25573,Chlamydia,274.0,Hawaii,2000.0,Female,30-34 years,30-34,203.0,42883.0,473.38
25574,Chlamydia,274.0,Hawaii,2000.0,Female,35-39 years,35-39,84.0,47085.0,178.4
25575,Chlamydia,274.0,Hawaii,2000.0,Female,40+ years,40+,55.0,279216.0,19.7
25576,Chlamydia,274.0,Hawaii,2000.0,Female,Unknown,99,18.0,,
25577,Chlamydia,274.0,Hawaii,2001.0,Female,0-14 years,0-14,59.0,119688.0,49.29
25578,Chlamydia,274.0,Hawaii,2001.0,Female,15-19 years,15-19,873.0,39758.0,2195.78
25579,Chlamydia,274.0,Hawaii,2001.0,Female,20-24 years,20-24,1158.0,37842.0,3060.09
25580,Chlamydia,274.0,Hawaii,2001.0,Female,25-29 years,25-29,528.0,38648.0,1366.18
25581,Chlamydia,274.0,Hawaii,2001.0,Female,30-34 years,30-34,223.0,42516.0,524.51
25582,Chlamydia,274.0,Hawaii,2001.0,Female,35-39 years,35-39,109.0,46616.0,233.82
25583,Chlamydia,274.0,Hawaii,2001.0,Female,40+ years,40+,80.0,286513.0,27.92
25584,Chlamydia,274.0,Hawaii,2001.0,Female,Unknown,99,23.0,,
25585,Chlamydia,274.0,Hawaii,2002.0,Female,0-14 years,0-14,44.0,120221.0,36.6
25586,Chlamydia,274.0,Hawaii,2002.0,Female,15-19 years,15-19,957.0,40284.0,2375.63
25587,Chlamydia,274.0,Hawaii,2002.0,Female,20-24 years,20-24,1339.0,38986.0,3434.57
25588,Chlamydia,274.0,Hawaii,2002.0,Female,25-29 years,25-29,597.0,38490.0,1551.05
25589,Chlamydia,274.0,Hawaii,2002.0,Female,30-34 years,30-34,260.0,42602.0,610.3
25590,Chlamydia,274.0,Hawaii,2002.0,Female,35-39 years,35-39,130.0,46131.0,281.81
25591,Chlamydia,274.0,Hawaii,2002.0,Female,40+ years,40+,99.0,294086.0,33.66
25592,Chlamydia,274.0,Hawaii,2002.0,Female,Unknown,99,19.0,,
25593,Chlamydia,274.0,Hawaii,2003.0,Female,0-14 years,0-14,50.0,120764.0,41.4
25594,Chlamydia,274.0,Hawaii,2003.0,Female,15-19 years,15-19,1170.0,40314.0,2902.22
25595,Chlamydia,274.0,Hawaii,2003.0,Female,20-24 years,20-24,1645.0,39766.0,4136.7
25596,Chlamydia,274.0,Hawaii,2003.0,Female,25-29 years,25-29,656.0,37767.0,1736.97
25597,Chlamydia,274.0,Hawaii,2003.0,Female,30-34 years,30-34,321.0,40961.0,783.67
25598,Chlamydia,274.0,Hawaii,2003.0,Female,35-39 years,35-39,145.0,43998.0,329.56
25599,Chlamydia,274.0,Hawaii,2003.0,Female,40+ years,40+,104.0,303522.0,34.26
25600,Chlamydia,274.0,Hawaii,2003.0,Female,Unknown,99,22.0,,
25601,Chlamydia,274.0,Hawaii,2004.0,Female,0-14 years,0-14,38.0,121536.0,31.27
25602,Chlamydia,274.0,Hawaii,2004.0,Female,15-19 years,15-19,1136.0,40086.0,2833.91
25603,Chlamydia,274.0,Hawaii,2004.0,Female,20-24 years,20-24,1528.0,40629.0,3760.86
25604,Chlamydia,274.0,Hawaii,2004.0,Female,25-29 years,25-29,695.0,36882.0,1884.39
25605,Chlamydia,274.0,Hawaii,2004.0,Female,30-34 years,30-34,353.0,39523.0,893.15
25606,Chlamydia,274.0,Hawaii,2004.0,Female,35-39 years,35-39,119.0,42435.0,280.43
25607,Chlamydia,274.0,Hawaii,2004.0,Female,40+ years,40+,121.0,311724.0,38.82
25608,Chlamydia,274.0,Hawaii,2004.0,Female,Unknown,99,29.0,,
25609,Chlamydia,274.0,Hawaii,2005.0,Female,0-14 years,0-14,49.0,121465.0,40.34
25610,Chlamydia,274.0,Hawaii,2005.0,Female,15-19 years,15-19,1060.0,40895.0,2592.0
25611,Chlamydia,274.0,Hawaii,2005.0,Female,20-24 years,20-24,1613.0,40850.0,3948.59
25612,Chlamydia,274.0,Hawaii,2005.0,Female,25-29 years,25-29,759.0,36758.0,2064.86
25613,Chlamydia,274.0,Hawaii,2005.0,Female,30-34 years,30-34,326.0,38124.0,855.1
25614,Chlamydia,274.0,Hawaii,2005.0,Female,35-39 years,35-39,167.0,41973.0,397.88
25615,Chlamydia,274.0,Hawaii,2005.0,Female,40+ years,40+,117.0,319409.0,36.63
25616,Chlamydia,274.0,Hawaii,2005.0,Female,Unknown,99,2.0,,
25617,Chlamydia,274.0,Hawaii,2006.0,Female,0-14 years,0-14,43.0,118791.0,36.2
25618,Chlamydia,274.0,Hawaii,2006.0,Female,15-19 years,15-19,1128.0,39957.0,2823.03
25619,Chlamydia,274.0,Hawaii,2006.0,Female,20-24 years,20-24,1604.0,41393.0,3875.05
25620,Chlamydia,274.0,Hawaii,2006.0,Female,25-29 years,25-29,750.0,43935.0,1707.07
25621,Chlamydia,274.0,Hawaii,2006.0,Female,30-34 years,30-34,307.0,41945.0,731.91
25622,Chlamydia,274.0,Hawaii,2006.0,Female,35-39 years,35-39,172.0,44161.0,389.48
25623,Chlamydia,274.0,Hawaii,2006.0,Female,40+ years,40+,141.0,311988.0,45.19
25624,Chlamydia,274.0,Hawaii,2006.0,Female,Unknown,99,16.0,,
25625,Chlamydia,274.0,Hawaii,2007.0,Female,0-14 years,0-14,47.0,113329.0,41.47
25626,Chlamydia,274.0,Hawaii,2007.0,Female,15-19 years,15-19,1077.0,39007.0,2761.04
25627,Chlamydia,274.0,Hawaii,2007.0,Female,20-24 years,20-24,1628.0,40802.0,3990.0
25628,Chlamydia,274.0,Hawaii,2007.0,Female,25-29 years,25-29,803.0,43681.0,1838.33
25629,Chlamydia,274.0,Hawaii,2007.0,Female,30-34 years,30-34,345.0,40680.0,848.08
25630,Chlamydia,274.0,Hawaii,2007.0,Female,35-39 years,35-39,170.0,43566.0,390.21
25631,Chlamydia,274.0,Hawaii,2007.0,Female,40+ years,40+,154.0,316503.0,48.66
25632,Chlamydia,274.0,Hawaii,2007.0,Female,Unknown,99,4.0,,
25633,Chlamydia,274.0,Hawaii,2008.0,Female,0-14 years,0-14,46.0,114006.0,40.35
25634,Chlamydia,274.0,Hawaii,2008.0,Female,15-19 years,15-19,1314.0,38631.0,3401.41
25635,Chlamydia,274.0,Hawaii,2008.0,Female,20-24 years,20-24,1612.0,41132.0,3919.09
25636,Chlamydia,274.0,Hawaii,2008.0,Female,25-29 years,25-29,794.0,44112.0,1799.96
25637,Chlamydia,274.0,Hawaii,2008.0,Female,30-34 years,30-34,328.0,39988.0,820.25
25638,Chlamydia,274.0,Hawaii,2008.0,Female,35-39 years,35-39,175.0,42663.0,410.19
25639,Chlamydia,274.0,Hawaii,2008.0,Female,40+ years,40+,146.0,318147.0,45.89
25640,Chlamydia,274.0,Hawaii,2008.0,Female,Unknown,99,7.0,,
25641,Chlamydia,274.0,Hawaii,2009.0,Female,0-14 years,0-14,36.0,116753.0,30.83
25642,Chlamydia,274.0,Hawaii,2009.0,Female,15-19 years,15-19,1263.0,37849.0,3336.94
25643,Chlamydia,274.0,Hawaii,2009.0,Female,20-24 years,20-24,1656.0,40419.0,4097.08
25644,Chlamydia,274.0,Hawaii,2009.0,Female,25-29 years,25-29,793.0,46864.0,1692.13
25645,Chlamydia,274.0,Hawaii,2009.0,Female,30-34 years,30-34,361.0,41873.0,862.13
25646,Chlamydia,274.0,Hawaii,2009.0,Female,35-39 years,35-39,157.0,41313.0,380.03
25647,Chlamydia,274.0,Hawaii,2009.0,Female,40+ years,40+,131.0,315686.0,41.5
25648,Chlamydia,274.0,Hawaii,2009.0,Female,Unknown,99,2.0,,
25649,Chlamydia,274.0,Hawaii,2010.0,Female,0-14 years,0-14,35.0,122742.0,28.52
25650,Chlamydia,274.0,Hawaii,2010.0,Female,15-19 years,15-19,1194.0,41404.0,2883.78
25651,Chlamydia,274.0,Hawaii,2010.0,Female,20-24 years,20-24,1717.0,43848.0,3915.8
25652,Chlamydia,274.0,Hawaii,2010.0,Female,25-29 years,25-29,774.0,46619.0,1660.27
25653,Chlamydia,274.0,Hawaii,2010.0,Female,30-34 years,30-34,320.0,43110.0,742.29
25654,Chlamydia,274.0,Hawaii,2010.0,Female,35-39 years,35-39,160.0,42762.0,374.16
25655,Chlamydia,274.0,Hawaii,2010.0,Female,40+ years,40+,138.0,338573.0,40.76
25656,Chlamydia,274.0,Hawaii,2010.0,Female,Unknown,99,2.0,,
25657,Chlamydia,274.0,Hawaii,2011.0,Female,0-14 years,0-14,47.0,123239.0,38.14
25658,Chlamydia,274.0,Hawaii,2011.0,Female,15-19 years,15-19,1164.0,40014.0,2908.98
25659,Chlamydia,274.0,Hawaii,2011.0,Female,20-24 years,20-24,1719.0,45299.0,3794.79
25660,Chlamydia,274.0,Hawaii,2011.0,Female,25-29 years,25-29,758.0,47748.0,1587.5
25661,Chlamydia,274.0,Hawaii,2011.0,Female,30-34 years,30-34,320.0,44708.0,715.76
25662,Chlamydia,274.0,Hawaii,2011.0,Female,35-39 years,35-39,147.0,41502.0,354.2
25663,Chlamydia,274.0,Hawaii,2011.0,Female,40+ years,40+,158.0,342495.0,46.13
25664,Chlamydia,274.0,Hawaii,2011.0,Female,Unknown,99,1.0,,
25665,Chlamydia,274.0,Hawaii,2012.0,Female,0-14 years,0-14,42.0,123322.0,34.06
25666,Chlamydia,274.0,Hawaii,2012.0,Female,15-19 years,15-19,1175.0,39381.0,2983.67
25667,Chlamydia,274.0,Hawaii,2012.0,Female,20-24 years,20-24,1790.0,46128.0,3880.51
25668,Chlamydia,274.0,Hawaii,2012.0,Female,25-29 years,25-29,792.0,48103.0,1646.47
25669,Chlamydia,274.0,Hawaii,2012.0,Female,30-34 years,30-34,318.0,45627.0,696.96
25670,Chlamydia,274.0,Hawaii,2012.0,Female,35-39 years,35-39,170.0,41546.0,409.19
